Datetime,SO2_BARC,NO_BARC,NO2_BARC,NOX_BARC,CO_BARC,O3_BARC,PM2_5_BARC,PM10_BARC,WS_BARC,WD_BARC,Temp_BARC,RH_BARC,BP_BARC,SR_BARC,FLAG_BP,FLAG_PM10_MNAR,FLAG_PM25_SPIKE,FLAG_PM25_GT_PM10,FLAG_RH_CLIP,IMPUTE_QUALITY
2024-01-01 01:00:00,1.54,15.24,93.53,108.77,1.17,5.27,126.44,279.0358901099351,1.43,95.1,13.39,98.11,1014.75,0.0,0,0,0,0,0,0
2024-01-01 02:00:00,1.54,13.88,85.92,99.8,0.71,5.14,136.39,279.0358901099351,1.2,83.79,12.56,88.25,1014.33,0.0,0,0,0,0,0,2
2024-01-01 03:00:00,0.77,25.25,104.05,129.3,0.38,4.8,135.97,224.76834047237432,0.9,78.13,11.93,94.33,1014.18,0.0,0,0,0,0,0,2
2024-01-01 04:00:00,1.44,23.43,95.11,118.54,0.71,4.86,130.37,241.5554477834959,1.22,61.73,11.24,94.39,1014.0,0.0,0,0,0,0,0,2
2024-01-01 05:00:00,0.74,13.29,80.04,93.33,0.21,4.91,121.19,191.42066472310896,1.18,66.78,10.75,98.25,1014.25,0.0,0,0,0,0,0,2
2024-01-01 06:00:00,0.74,13.15,75.18,88.33000000000001,1.4,4.58,114.75,251.4988833609398,0.65,73.45,11.15,92.18,1014.85,1.35,0,0,0,0,0,2
2024-01-01 07:00:00,1.05,17.47,89.75,107.22,1.56,4.99,109.62,207.12482044960973,0.81,73.34,11.01,95.03,1015.58,2.7,0,0,0,0,0,2
2024-01-01 08:00:00,0.93,28.03,102.45,130.48000000000002,1.57,4.6,124.02,190.89030777739333,0.22,65.03,11.22,98.34,1016.13,65.8,0,0,0,0,0,2
2024-01-01 09:00:00,1.22,33.88,121.21,155.09,2.19,4.42,121.02,323.1246816858612,0.44,56.5,12.58,91.78,1016.6,184.4,0,0,0,0,0,2
2024-01-01 10:00:00,1.08,41.93,157.6,199.53,2.23,4.82,114.9,335.0423763317164,0.63,66.97,14.4,88.53,1016.98,304.1,0,0,0,0,0,2
2024-01-01 11:00:00,0.68,37.36,156.13,193.49,1.84,6.2,123.46,280.2783786406685,1.56,66.14,15.83,99.52,1016.58,405.4,0,0,0,0,0,2
2024-01-01 12:00:00,3.57,18.37,124.55,142.92,1.68,8.28,132.14,473.5356102445605,1.47,58.96,16.49,90.96,1015.58,243.3,0,0,0,0,0,2
2024-01-01 13:00:00,4.22,8.15,92.54,100.69,1.17,9.79,140.77,283.939715011288,2.18,68.68,17.55,94.54,1014.48,335.7,0,0,0,0,0,2
2024-01-01 14:00:00,3.23,5.23,60.52,65.75,0.99,9.67,153.53,242.9593678229035,1.74,68.91,17.9,83.77,1013.55,318.5,0,0,0,0,0,2
2024-01-01 15:00:00,1.82,3.58,47.67,51.25,0.64,10.27,140.64,209.1270045860656,1.01,68.56,18.98,75.46,1012.83,316.9,0,0,0,0,0,2
2024-01-01 16:00:00,2.2,2.1,44.77,46.870000000000005,1.15,10.01,125.23,225.42158388733463,1.48,79.89,19.73,79.73,1012.6,193.8,0,0,0,0,0,2
2024-01-01 17:00:00,1.98,2.58,56.09,58.67,1.27,8.69,120.01,212.89514932112468,1.6,73.78,18.55,86.37,1012.73,52.1,0,0,0,0,0,2
2024-01-01 18:00:00,1.11,2.3,81.08,83.38,1.54,6.35,116.19,241.1423418488015,0.58,84.46,16.97,97.3,1013.03,0.6,0,0,0,0,0,2
2024-01-01 19:00:00,1.53,9.55,107.24,116.79,2.17,4.33,120.87,202.11414742935972,1.03,88.2,16.02,97.61,1013.58,0.3,0,0,0,0,0,2
2024-01-01 20:00:00,0.96,8.18,112.28,120.46,2.09,2.79,139.81,214.2950032138548,0.91,87.12,15.25,97.27,1014.38,0.0,0,0,0,0,0,2
2024-01-01 21:00:00,1.26,8.63,112.78,121.41,1.79,2.26,149.07,211.40890395071668,0.64,70.63,15.07,97.77,1014.95,0.0,0,0,0,0,0,2
2024-01-01 22:00:00,1.19,26.55,145.02,171.57000000000002,1.87,1.45,148.18,262.2819138176863,0.4,85.53,14.69,99.84,1015.25,0.0,0,0,0,0,0,2
2024-01-01 23:00:00,1.36,94.42,238.56,332.98,2.2,0.66,168.46,387.3164217523798,0.05,102.42,13.83,97.62,1014.7,0.0,0,0,0,0,0,2
2024-01-02 00:00:00,1.16,71.59,201.81,273.4,2.0,0.54,167.68,357.8484181305819,0.41,101.11,11.69,90.37,976.23,0.0,0,0,0,0,0,2
2024-01-02 01:00:00,1.23,36.49,153.92,190.41,1.32,0.44,156.13,354.4353934381164,0.97,89.7,11.77,89.32,1017.18,0.0,1,0,0,0,0,2
2024-01-02 02:00:00,1.17,29.18,143.75,172.93,1.33,0.42,146.23,358.8004421330347,1.0,80.61,11.78,92.77,1017.03,0.0,1,0,0,0,0,2
2024-01-02 03:00:00,0.88,21.6,125.24,146.84,1.31,0.51,126.97,351.4963942656721,0.65,92.03,11.72,88.42,1016.83,0.0,1,0,0,0,0,2
2024-01-02 04:00:00,0.74,13.72,104.28,118.0,1.23,0.47,118.07,264.64048790655363,0.92,61.27,11.38,87.46,1016.48,0.0,1,0,0,0,0,2
2024-01-02 05:00:00,0.9,15.1,98.01,113.11,1.49,0.5,125.79,223.968987353396,0.88,67.83,10.56,96.38,1016.03,0.0,1,0,0,0,0,2
2024-01-02 06:00:00,0.71,12.38,94.31,106.69,1.35,0.56,124.18,211.4673134099239,0.87,82.36,10.41,96.71,1016.25,1.35,1,0,0,0,0,2
2024-01-02 07:00:00,1.08,24.41,105.0,129.41,1.4,0.54,120.17,269.3697391607113,0.38,49.05,10.505,91.71,1016.6,2.6,1,0,0,0,0,2
2024-01-02 08:00:00,2.0,36.71,120.31,157.02,1.47,0.83,129.98,325.1888287929549,0.75,61.4,10.6,95.96,1016.24,69.4,1,0,0,0,0,2
2024-01-02 09:00:00,3.96,30.48,112.02,142.5,1.46,1.29,138.67,371.4394982195992,1.13,58.94,10.08,88.35,1015.88,176.0,1,0,0,0,0,2
2024-01-02 10:00:00,3.3,26.75,106.11,132.86,1.42,2.61,139.69,331.532218119313,1.26,75.3,11.56,92.03,1015.52,306.3,1,0,0,0,0,2
2024-01-02 11:00:00,1.71,14.42,84.72,99.14,1.12,6.5,155.35,270.79528605367574,0.82,88.73,12.91,93.06,1015.16,424.8,1,0,0,0,0,2
2024-01-02 12:00:00,1.44,14.54,95.58,110.12,1.28,9.22,150.3,265.0702828158385,0.57,148.04,14.51,86.42,1014.8,230.5,1,0,0,0,0,2
2024-01-02 13:00:00,1.84,17.22,99.55,116.77,1.04,10.16,147.91,269.43923710435297,0.45,110.68,17.52,73.78,1015.0233333333334,343.8,1,0,0,0,0,2
2024-01-02 14:00:00,2.41,15.95,113.43,129.38,1.02,10.19,151.49,327.28924908270767,1.53,76.12,17.94,72.32,1014.3366666666668,296.2,1,0,0,0,0,2
2024-01-02 15:00:00,3.31,21.26,131.1,152.36,1.05,7.37,146.68,342.2748685567783,1.48,95.12,17.29,76.89,1013.71,259.4,1,0,0,0,0,2
2024-01-02 16:00:00,3.36,18.75,121.45,140.2,0.88,5.3,141.73,319.3207215863694,1.3,117.43,16.86,82.32,1013.32,170.2,1,0,0,0,0,2
2024-01-02 17:00:00,2.45,17.19,117.83,135.02,1.25,4.41,141.85,336.38465803351323,0.84,115.97,16.25,87.35,1013.37,56.2,1,0,0,0,0,2
2024-01-02 18:00:00,2.32,37.17,153.19,190.36,1.49,0.9,129.95,410.6012267969351,0.58,104.69,14.3,93.45,1013.7133333333334,1.6000000000000003,1,0,0,0,0,2
2024-01-02 19:00:00,1.3,32.39,160.44,192.83,1.63,0.62,135.2,344.42794394720084,0.63,103.48,14.06,94.17,1014.43,0.8000000000000002,1,0,0,0,0,2
2024-01-02 20:00:00,1.72,34.6,157.36,191.96,1.9,0.59,146.11,360.8842939130813,0.6,97.74,13.41,89.91,1014.9533333333334,0.0,1,0,0,0,0,2
2024-01-02 21:00:00,2.11,70.71,194.21,264.92,1.98,0.57,144.58,387.8912295754798,0.11,114.47,12.97,90.37,1015.42,0.0,1,0,0,0,0,2
2024-01-02 22:00:00,1.96,54.24,167.11,221.35,1.69,0.5,145.87,378.0707789677902,0.9,108.63,12.25,86.67,1015.72,0.0,1,0,0,0,0,2
2024-01-02 23:00:00,1.26,35.17,138.96,174.13,1.42,0.46,150.93,341.2062003799196,0.46,104.38,11.31,86.18,1015.525,0.0,1,0,0,0,0,2
2024-01-03 00:00:00,0.81,25.59,131.04,156.63,1.29,0.39,141.89,348.1520564422647,0.53,128.5,10.9,94.34,1012.07,0.0,1,0,0,0,0,2
2024-01-03 01:00:00,0.31,19.55,117.99,137.54,0.86,0.93,134.89,297.15932914740984,0.4,256.1487925782877,15.614505813953487,87.07775193798449,1015.055,0.5,0,0,0,0,0,2
2024-01-03 02:00:00,0.61,10.08,107.28,117.36,0.22,0.47,127.15,248.8473054151073,0.1366666666666666,278.2323188986502,15.21856007751938,87.20317829457363,1014.94,0.0,0,0,0,0,0,2
2024-01-03 03:00:00,0.24,2.88,66.38,69.25999999999999,0.4,0.79,119.41,237.3065002739879,0.0433333333333333,351.96533818634947,16.40148941798942,87.21633720930232,1014.65,0.0,0,0,0,0,0,2
2024-01-03 04:00:00,0.27,25.39,87.7,113.09,0.21,1.02,109.08,251.11056696263145,0.0499999999999999,40.17687287365718,16.117333333333335,88.86812209302325,1014.44,0.0,0,0,0,0,0,2
2024-01-03 05:00:00,0.05,66.46899539024844,206.85,206.85,0.59,0.72,112.8,555.2539123297885,0.0933333333333333,93.18899088653004,16.075848238482386,92.74333333333334,1014.16,0.0,0,0,0,0,0,2
2024-01-03 06:00:00,0.41,110.18331185454488,143.4418469992276,119.63329401519844,0.49,0.74,107.81,575.6608067595165,0.15,31.52387351093423,16.00039837398374,91.69333333333331,1014.4533333333331,19.721812582213623,0,0,0,0,0,2
2024-01-03 07:00:00,0.51,142.4351306237171,11.16,11.16,0.4,0.63,101.1,219.6348033991694,0.24,54.65639698626365,15.76042276422764,92.0,1014.9766666666666,47.21223544973544,0,0,0,0,0,2
2024-01-03 08:00:00,0.86,149.12663292859287,0.0,73.42227654023625,0.93,0.76,97.96,221.6232590968892,0.18,52.09429769654021,16.005707317073174,92.78000000000002,1015.72,143.72776124338623,0,0,0,0,0,2
2024-01-03 09:00:00,0.82,116.16,54.1,170.26,1.54,0.94,101.02,245.6620060477764,0.1999999999999999,43.21792853744753,16.68620596205962,92.47666666666667,1016.3633333333332,256.9790674603175,0,0,0,0,0,2
2024-01-03 10:00:00,0.52,50.26,96.2,146.46,1.5,1.67,106.59,279.6515159336524,0.6466666666666666,50.19577514960305,17.647846560846563,91.68,1016.87,370.27285206718346,0,0,0,0,0,2
2024-01-03 11:00:00,0.64,31.28,75.58,106.86,1.37,2.26,107.52,254.06643267573804,0.66,23.807699698868177,13.573333333333332,89.90333333333332,1016.7366666666668,410.38294573643407,0,0,0,0,0,2
2024-01-03 12:00:00,0.85,97.64,102.81,200.45,1.42,2.79,101.71,243.61931491150767,0.6466666666666666,33.82680350010703,14.766666666666666,87.11,1015.99,394.0888830162086,0,0,0,0,0,2
2024-01-03 13:00:00,0.69,133.92,167.78,301.7,1.034199550248047,4.39,93.79,421.2384155083705,0.45,20.469280653844223,16.166666666666668,83.34333333333333,1014.69,340.69600070472165,0,0,0,0,0,2
2024-01-03 14:00:00,0.4609858415730609,28.4,145.04,173.44,0.6,7.24,88.3,404.1768272375016,0.8033333333333333,39.98675588645868,17.073333333333334,79.11999999999999,1013.6,368.0357954545454,0,0,0,0,0,2
2024-01-03 15:00:00,0.72,193.9,82.09413086529152,193.9,0.6,6.6,94.73,222.83265840649284,0.8133333333333334,37.28346317893365,17.613333333333333,75.02666666666667,1013.03,344.7326446280992,0,0,0,0,0,2
2024-01-03 16:00:00,1.42,29.32,18.06,47.38,0.6,4.33,89.33,169.37898453217267,0.7466666666666667,48.602555281292645,17.603333333333335,75.00333333333333,1012.505,227.7786845730028,0,0,0,0,0,2
2024-01-03 17:00:00,1.08,92.3,5.79,98.09,0.6,1.82,79.26,175.21508620208516,0.6766666666666666,321.3679688841873,16.863333333333333,78.44333333333333,1012.505,115.09029796511628,0,0,0,0,0,2
2024-01-03 18:00:00,1.04,205.06,127.28,332.34000000000003,1.96,0.68,90.06,339.2099546461397,0.5333333333333333,313.06820076064275,16.083333333333332,82.56,1013.0499999999998,50.3035674795766,0,0,0,0,0,2
2024-01-03 19:00:00,0.94,82.87,209.39,292.26,2.42,0.54,87.7,407.4943855237032,0.4266666666666667,310.5004106765865,15.496666666666668,84.40333333333334,1013.54,22.653435323893,0,0,0,0,0,2
2024-01-03 20:00:00,0.95,141.22,260.9686210909249,141.22,3.47,0.47,111.81,440.62092751164494,0.2466666666666667,313.2188410319373,15.170000000000002,82.45333333333333,1014.265,0.0,0,0,0,0,0,2
2024-01-03 21:00:00,1.66,91.62,249.8,341.42,2.95,0.45,120.6,420.11314638704727,0.1633333333333333,287.9740207413888,14.826666666666668,84.54666666666667,1014.69,0.0,0,0,0,0,0,2
2024-01-03 22:00:00,2.02,57.68,169.09,226.77,2.34,0.39,127.92,415.5640532739872,0.3366666666666666,315.681117433602,14.663333333333334,82.54666666666667,1015.13,0.0,0,0,0,0,0,2
2024-01-03 23:00:00,1.36,63.67,171.12,234.79,2.28,0.45,135.11,358.8754100527577,0.2533333333333333,313.4461467016487,14.226666666666668,87.38666666666666,1015.375,0.0,0,0,0,0,0,2
2024-01-04 00:00:00,1.53,99.77,218.25,318.02,2.73,0.48,149.02,257.27432473766964,0.03,345.71,12.095,100.0,1015.05,0.0,0,0,0,0,0,2
2024-01-04 01:00:00,1.0,102.36,223.12,325.48,2.62,0.47,145.46,265.9974142528761,0.05,34.48500000000001,17.686785714285715,100.0,1015.13,0.0,0,0,0,0,0,2
2024-01-04 02:00:00,1.5,119.63,236.4,356.03,2.87,0.4,155.39,283.95593244106,0.12,46.97391630734029,17.440952380952382,100.0,1015.03,0.0,0,0,0,0,0,2
2024-01-04 03:00:00,1.06,130.85,249.08,379.93,2.41,0.35,157.31,329.37227823080866,0.1749999999999999,135.8660836926597,17.292857142857144,99.9325,1015.13,0.0,0,0,0,0,0,2
2024-01-04 04:00:00,0.93,125.18,244.83,370.01,1.86,0.32,149.76,326.91288660499663,0.25,139.775,17.12169047619048,99.865,1014.83,0.0,0,0,0,0,0,2
2024-01-04 05:00:00,1.09,87.65,202.52,290.17,1.49,0.26,152.84,265.5928393699285,0.555,152.965,16.960463414634145,100.0,1015.0,0.0,0,0,0,0,0,2
2024-01-04 06:00:00,0.67,158.56,200.68536501324903,158.56,1.81,0.43,145.97,452.9259262206834,0.03,10.37,16.789853658536586,92.58426829268294,1015.68,21.857606451002017,0,0,0,0,0,2
2024-01-04 07:00:00,0.63,171.73,229.60806197558423,171.73,2.26,0.38,137.73,447.8896937321937,0.11,56.36,16.96029268292683,92.54497560975612,1016.3,61.40677506775068,0,0,0,0,0,2
2024-01-04 08:00:00,0.56,126.77,248.58,375.35,1.85,0.3,140.53,481.644030357944,0.05,93.36,17.535951219512192,91.88560975609757,1016.95,157.14146341463413,0,0,0,0,0,2
2024-01-04 09:00:00,0.42,119.13,229.3793714744656,119.13,2.06,0.37,136.07,445.1477691378636,0.19,151.32,18.889853658536587,90.2701463414634,1017.58,281.59132791327914,0,0,0,0,0,2
2024-01-04 10:00:00,1.42,91.85,193.7295018868508,91.85,1.95,1.11,141.21,439.217529576572,1.21,83.48,20.18298780487805,83.64703658536585,1018.08,369.2393292682927,0,0,0,0,0,2
2024-01-04 11:00:00,1.2,38.69,175.84,214.53,1.16,5.19,133.76,346.0554463841618,1.79,94.98,20.80951219512196,75.89941202090593,1017.98,444.4367724867725,0,0,0,0,0,2
2024-01-04 12:00:00,3.13,37.33,181.96,219.29,1.01,6.08,131.75,333.88728402288774,1.93,83.12,21.472321428571423,70.91531037414967,1016.8,436.1996031746032,0,0,0,0,0,2
2024-01-04 13:00:00,3.01,25.18,154.85,180.03,0.83,10.45,125.93,401.6142757152778,2.65,85.79,21.01518292682927,76.80757369614511,1015.83,360.8880952380952,0,0,0,0,0,2
2024-01-04 14:00:00,2.71,19.72,152.3,172.02,1.35,11.41,128.04,409.971191384172,2.66,77.71,20.66811904761905,79.07597193877551,1014.93,364.55000000000007,0,0,0,0,0,2
2024-01-04 15:00:00,2.34,14.25,132.71,146.96,1.31,12.55,121.15,388.3350084787008,1.7,90.73,20.6839024390244,75.2927613240418,1014.15,300.3878048780488,0,0,0,0,0,2
2024-01-04 16:00:00,2.2,25.64,174.09,199.73,1.53,7.29,114.81,314.2126725195482,2.05,86.49,20.7569512195122,70.63877903600465,1013.8,196.67560975609751,0,0,0,0,0,2
2024-01-04 17:00:00,1.89,51.65,225.96,277.61,2.03,1.68,121.47,339.7322651258776,1.55,90.25,20.149024390243905,72.47221544715447,1013.58,102.79687881097556,0,0,0,0,0,2
2024-01-04 18:00:00,1.55,57.77,225.92,283.69,2.19,0.66,124.0,379.4414967644293,1.36,91.23,19.358373983739835,78.34932926829268,1014.13,40.72255018528912,0,0,0,0,0,2
2024-01-04 19:00:00,2.07,73.72,223.35,297.07,2.56,0.42,133.84,414.1039035513293,0.76,121.31999999999998,18.608089430894307,84.15857723577236,1014.53,21.52803844959178,0,0,0,0,0,2
2024-01-04 20:00:00,2.01,93.41,236.51,329.92,2.52,0.47,153.28,417.3083884440575,1.07,110.8,17.948252032520326,87.75471544715447,1015.1,0.0,0,0,0,0,0,2
2024-01-04 21:00:00,1.45,122.23,168.03799999999998,122.23,2.77,0.49,173.77,510.64673639347217,1.22,106.5,17.272261904761905,88.81291666666667,1015.8,0.0,0,0,0,0,0,2
2024-01-04 22:00:00,1.56,177.69,144.594,177.69,3.62,0.88,200.59,385.0760495774701,1.15,118.01999999999998,16.948611111111113,89.61765873015872,1016.1,0.0,0,0,0,0,0,2
2024-01-04 23:00:00,1.23,231.54,143.898,231.54,3.64,0.6,265.82,384.3198917496268,0.52,113.42,16.77285714285714,90.31958333333333,1016.25,0.0,0,0,0,0,0,2
2024-01-05 00:00:00,2.43,171.64,135.188,171.64,1.69,0.4,265.01,424.8504221275148,0.71,86.2,16.60154761904762,91.30426587301588,1015.93,0.0,0,0,0,0,0,2
2024-01-05 01:00:00,2.97,158.85,119.54,158.85,1.75,0.41,239.1,347.37898515753324,1.17,92.84,16.235,91.68073170731708,1015.5,0.0,0,0,0,0,0,2
2024-01-05 02:00:00,2.12,164.42,114.95600000000002,164.42,2.02,0.39,198.61,356.34117118376145,0.9,106.55,16.10640243902439,92.04154471544716,1015.25,0.0,0,0,0,0,0,2
2024-01-05 03:00:00,2.06,193.25,108.92,193.25,1.64,0.4,185.13,331.2716701334064,0.86,104.04,15.958231707317074,91.7755487804878,1014.98,0.0,0,0,0,0,0,2
2024-01-05 04:00:00,1.57,239.82,127.44333333333334,239.82,1.56,0.42,177.03,354.86407734604563,0.81,107.66,15.865101626016262,92.9520731707317,1014.63,0.0,0,0,0,0,0,2
2024-01-05 05:00:00,1.32,182.72,134.17833333333334,182.72,1.71,0.37,178.95,361.8723966761932,0.91,112.48,15.755487804878047,93.5012886178862,1014.45,0.0,0,0,0,0,0,2
2024-01-05 06:00:00,1.48,209.43,123.94120200207944,209.43,1.64,0.44,168.9,342.32555208803035,1.28,103.22,15.832270833333332,93.20914227642275,1014.78,20.45518506428267,0,0,0,0,0,2
2024-01-05 07:00:00,0.78,138.21,106.31301032926405,138.21,1.61,0.38,155.93,259.27013513951766,1.27,112.77,15.867895833333332,93.4173125,1015.43,60.79611111111112,0,0,0,0,0,2
2024-01-05 08:00:00,0.71,147.28,106.975,147.28,1.87,0.37,164.02,273.3812647257112,1.13,117.37,16.25025,92.65810416666666,1016.18,153.39819230769228,0,0,0,0,0,2
2024-01-05 09:00:00,1.21,94.5,212.64,307.14,1.52,0.41,153.15,408.8170170081858,1.35,107.42,16.91290598290598,90.8053418803419,1017.1,264.3940828402367,0,0,0,0,0,2
2024-01-05 10:00:00,2.23,54.41,176.7,231.11,1.54,0.99,138.22,444.9431243723305,1.27,108.03,17.653995726495726,88.49372222222223,1017.65,378.2657692307692,0,0,0,0,0,2
2024-01-05 11:00:00,4.17,46.57,159.4,205.97,1.54,1.64,135.68,465.7062340092203,1.18,107.1,18.62683333333333,86.45517094017094,1017.23,442.0271153846154,0,0,0,0,0,2
2024-01-05 12:00:00,1.76,43.55,152.2,195.75,1.63,2.33,139.39,423.2106663428263,1.56,83.55,19.049666666666667,84.25713675213674,1016.23,453.60230769230776,0,0,0,0,0,2
2024-01-05 13:00:00,1.79,32.11,137.98,170.08999999999995,1.89,3.97,132.76,391.2215226782711,2.78,68.58,19.20102083333333,82.60188461538462,1015.23,369.08211538461546,0,0,0,0,0,2
2024-01-05 14:00:00,2.64,14.98,108.99,123.97,1.72,9.43,127.71,389.1857274357696,2.0,67.6,19.7494375,81.37929273504274,1014.5,417.5798076923076,0,0,0,0,0,2
2024-01-05 15:00:00,1.99,15.82,114.46,130.28,1.39,9.43,129.67,395.083621201999,2.29,79.78,19.773916666666665,80.76601709401709,1013.75,360.6114583333333,0,0,0,0,0,2
2024-01-05 16:00:00,1.99,10.1,100.13,110.23,1.32,10.14,120.93,347.2528763687772,2.14,77.32,19.52127083333333,81.14421581196581,1013.3,243.4841666666667,0,0,0,0,0,2
2024-01-05 17:00:00,1.29,26.42,153.28,179.7,1.59,3.39,115.03,399.6803849732039,1.77,79.74,19.061520833333333,82.18096153846155,1013.45,124.6979166666666,0,0,0,0,0,2
2024-01-05 18:00:00,0.83,26.18,143.26,169.44,1.93,1.24,111.59,409.1850104498912,1.55,81.06,18.49535416666667,83.63760683760684,1013.68,47.65476720588147,0,0,0,0,0,2
2024-01-05 19:00:00,0.73,35.9,147.74,183.64,1.81,0.95,106.5,415.4884964690111,1.19,94.35,17.8825,85.51087606837606,1014.18,20.83781646666846,0,0,0,0,0,2
2024-01-05 20:00:00,0.97,58.3,170.39,228.69,1.64,0.83,108.17,415.53204393809375,1.6,87.69,17.4309375,86.60856837606838,1014.6,0.0,0,0,0,0,0,2
2024-01-05 21:00:00,1.54,152.07,160.778,152.07,2.49,0.9,107.88,392.1711169504931,1.94,94.26,17.15927083333333,87.82019230769231,1014.93,0.0,0,0,0,0,0,2
2024-01-05 22:00:00,1.24,175.01,129.78400000000002,175.01,2.91,0.59,127.3,345.4228120215185,1.54,81.94,16.886837606837606,88.43896929824561,1015.38,0.0,0,0,0,0,0,2
2024-01-05 23:00:00,3.91,197.53,112.568,197.53,3.31,0.53,142.33,320.0517505143392,1.19,75.13,16.597970085470084,89.53736842105263,1015.4,0.0,0,0,0,0,0,2
2024-01-06 00:00:00,14.53,214.13,110.30133333333332,214.13,3.43,0.68,162.84,492.69073902705424,0.61,77.39000000000001,17.474722222222223,90.26763157894736,1014.88,0.0,0,0,0,0,0,2
2024-01-06 01:00:00,14.44,209.67,102.73333333333332,209.67,2.82,0.62,195.34,484.1986194950344,1.2,67.23,17.30871794871795,91.44526315789474,1014.83,0.0,0,0,0,0,0,2
2024-01-06 02:00:00,20.64,182.56,102.16766666666666,182.56,1.52,0.56,248.16,452.7257547861775,1.36,69.36,17.057692307692307,92.01065789473684,1014.75,0.0,0,0,0,0,0,2
2024-01-06 03:00:00,20.38,127.14,100.65166666666666,127.14,0.3899104458906771,0.43,317.13,445.6830463339133,0.92,82.01,16.77794871794872,92.60907894736842,1014.4,0.0,0,0,0,0,0,2
2024-01-06 04:00:00,10.43,65.83,186.5,252.33,0.0,0.29,339.23,539.4543534621813,0.79,116.74,16.617051282051282,92.88131578947367,1014.0,0.0,0,0,1,0,0,2
2024-01-06 05:00:00,5.53,42.62,153.05,195.67,0.0,0.25,307.18,543.8264752703201,1.25,83.59,16.374291666666668,93.43153846153844,1014.38,0.0,0,0,0,0,0,2
2024-01-06 06:00:00,3.83,46.06,162.0,208.06,0.0,0.28,239.02,525.029215604273,1.39,77.38,16.153708333333334,93.69435897435898,1014.93,23.68712703753425,0,0,0,0,0,2
2024-01-06 07:00:00,3.99,45.59,166.76,212.35,0.0,0.38,179.24,502.1425748314804,0.62,147.46,16.128541666666663,93.81282051282052,1015.25,58.58500000000001,0,0,0,0,0,2
2024-01-06 08:00:00,3.25,32.26,142.4,174.66,0.21,0.57,163.43,521.5494485061873,0.74,159.9,16.593729166666666,92.9555128205128,1015.88,148.6,0,0,0,0,0,2
2024-01-06 09:00:00,4.19,26.78,137.65,164.43,1.0,1.49,152.1,521.6374640378474,0.82,100.26,17.436875,91.2401282051282,1016.55,271.92999999999995,0,0,0,0,0,2
2024-01-06 10:00:00,3.0,18.26,123.87,142.13,1.27,5.54,141.58,456.7052478030466,0.44,107.78,18.380541666666662,89.47942307692307,1017.1,383.13,0,0,0,0,0,2
2024-01-06 11:00:00,2.44,14.24,112.48,126.72,1.2,11.48,127.97,418.8500439654738,0.47,101.98,17.7996875,87.26653846153846,1017.2,443.94000000000005,0,0,0,0,0,2
2024-01-06 12:00:00,3.97,11.04,99.24,110.28,1.17,13.09,117.34,372.94016413759965,0.47,158.98,18.35,85.40666666666667,1016.43,450.16097560975606,0,0,0,0,0,2
2024-01-06 13:00:00,3.03,9.88,52.7,62.580000000000005,1.31,16.48,106.48,328.2848253091262,0.54,160.98,18.933839285714285,83.38045731707317,1015.3,383.9857142857143,0,0,0,0,0,2
2024-01-06 14:00:00,2.3,7.57,26.65,34.22,1.49,14.98,104.73,304.9530980751638,0.83,133.6,19.353482142857143,81.74460365853659,1014.4,413.9785714285715,0,0,0,0,0,2
2024-01-06 15:00:00,1.92,7.42,24.7,32.12,1.59,13.93,104.73,287.9069982068876,0.98,157.26,19.42122023809524,81.20155487804878,1013.78,335.9214285714285,0,0,0,0,0,2
2024-01-06 16:00:00,2.1,7.61,28.68,36.29,1.0,11.94,104.73,245.16530460466683,0.6,115.64,19.47083333333333,80.97042682926829,1013.4,243.0309523809524,0,0,0,0,0,2
2024-01-06 17:00:00,2.55,7.93,42.85,50.78,1.32,10.16,104.73,231.7471663922192,0.63,93.09000000000002,19.17357142857143,81.87403455284553,1013.2,114.1654761904762,0,0,0,0,0,2
2024-01-06 18:00:00,3.03,8.15,92.06,100.21,2.01,6.26,104.73,260.9177467854632,0.7,90.92,18.512847222222224,83.92115853658537,1013.6,42.4561137855703,0,0,0,0,0,2
2024-01-06 19:00:00,8.94,32.15,168.95,201.1,2.65,1.37,104.73,449.1031537892586,1.03,77.2,18.066498015873016,85.65619918699187,1013.83,16.04521669315668,0,0,0,0,0,2
2024-01-06 20:00:00,8.98,50.72,190.76,241.48,3.13,0.92,104.73,455.23069318351054,0.68,101.92,17.525212301587302,87.3257987804878,1014.38,0.0,0,0,0,0,0,2
2024-01-06 21:00:00,6.13,44.81,185.74,230.55,1.88,0.78,104.73,415.7601991258426,0.74,113.74,17.0421492248062,88.48165873015873,1014.83,0.0,0,0,0,0,0,2
2024-01-06 22:00:00,12.73,17.53,147.67,165.2,1.92,0.96,104.73,568.5493748455254,0.71,131.97,16.87558139534884,89.48021031746032,1014.85,0.0,0,0,0,0,0,2
2024-01-06 23:00:00,8.55,7.01,89.34,96.35,1.76,5.69,104.73,288.7631168916748,0.81,119.81,16.62381589147287,90.09110317460318,1014.95,0.0,0,0,0,0,0,2
2024-01-07 00:00:00,6.52,6.37,60.33,66.7,1.95,8.74,104.73,231.99556928371464,0.84,108.87,16.278926356589146,90.82218253968252,1014.68,0.0,0,0,0,0,0,2
2024-01-07 01:00:00,4.99,3.95,59.34,63.290000000000006,1.73,6.75,104.73,194.3797076707571,0.39,132.97,22.294317460317465,91.56563492063492,1014.43,0.0,0,0,0,0,0,2
